Time;Displacement;Force;Velocity;
7,493;-1,490;-963,984;-2,775;
7,493;-1,491;-927,445;-2,675;
7,493;-1,491;-893,814;-2,575;
7,493;-1,492;-861,683;-2,474;
7,494;-1,493;-830,524;-2,374;
7,494;-1,494;-782,103;-2,237;
7,495;-1,495;-733,984;-2,063;
7,495;-1,496;-685,253;-1,889;
7,496;-1,496;-635,712;-1,716;
7,496;-1,497;-570,139;-1,507;
7,497;-1,498;-502,961;-1,263;
7,498;-1,499;-434,083;-1,020;
7,498;-1,499;-364,048;-0,776;
7,499;-1,500;-288,625;-0,521;
7,500;-1,500;-212,617;-0,255;
7,500;-1,500;-136,050;0,012;
7,501;-1,500;-84,921;0,231;
7,501;-1,500;-82,574;0,320;
7,501;-1,500;-69,921;0,333;
7,501;-1,500;-57,331;0,365;
7,501;-1,500;-45,177;0,397;
7,501;-1,500;-16,889;0,454;
7,502;-1,500;9,933;0,537;
7,502;-1,499;35,610;0,620;
7,502;-1,499;60,626;0,703;
7,502;-1,499;103,875;0,824;
7,503;-1,499;146,960;0,983;
7,503;-1,498;190,486;1,142;
7,504;-1,497;234,585;1,302;
7,504;-1,496;298,530;1,506;
7,505;-1,495;363,729;1,755;
7,506;-1,494;429,980;2,004;
7,506;-1,492;496,650;2,253;
7,507;-1,491;545,050;2,461;
7,507;-1,490;591,015;2,627;
7,508;-1,489;635,322;2,794;
7,509;-1,486;710,062;3,039;
7,510;-1,483;781,366;3,362;
7,510;-1,480;848,422;3,684;
7,511;-1,476;908,853;4,006;
7,512;-1,472;964,258;4,348;
7,513;-1,467;1004,936;4,711;
7,514;-1,462;1031,376;5,073;
7,515;-1,457;1047,772;5,433;
7,516;-1,451;1059,027;5,792;
7,518;-1,442;1070,213;6,219;
7,519;-1,433;1083,120;6,712;
7,521;-1,423;1096,473;7,203;
7,522;-1,413;1109,432;7,690;
7,523;-1,401;1122,079;8,173;
7,528;-1,361;1148,298;9,158;
7,532;-1,315;1187,283;10,617;
7,536;-1,263;1225,090;12,027;
7,541;-1,205;1261,296;13,380;
7,552;-1,031;1322,217;15,613;
7,563;-0,827;1399,220;18,432;
7,574;-0,597;1462,014;20,692;
7,585;-0,349;1508,487;22,323;
7,596;-0,090;1537,288;23,277;
7,618;0,408;1545,658;23,315;
7,639;0,862;1496,134;21,180;
7,660;1,218;1382,738;16,675;
7,682;1,439;1218,094;10,306;
7,697;1,499;1048,587;3,841;
7,697;1,499;973,374;0,977;
7,697;1,499;944,329;0,969;
7,697;1,499;916,230;0,960;
7,697;1,499;889,101;0,951;
7,698;1,499;767,096;0,924;
7,698;1,499;663,895;0,879;
7,698;1,499;576,833;0,834;
7,698;1,499;503,059;0,789;
7,698;1,499;401,428;0,727;
7,698;1,500;323,058;0,649;
7,699;1,500;260,831;0,571;
7,699;1,500;209,841;0,493;
7,699;1,500;166,908;0,415;
7,699;1,500;120,663;0,325;
7,700;1,500;80,711;0,224;
7,700;1,500;44,642;0,123;
7,700;1,500;10,903;0,021;
7,700;1,500;-21,327;-0,080;
7,701;1,500;-54,770;-0,187;
7,701;1,500;-56,219;-0,242;
7,701;1,500;-76,834;-0,277;
7,701;1,500;-97,470;-0,342;
7,701;1,500;-117,675;-0,408;
7,702;1,500;-145,859;-0,490;
7,702;1,499;-174,198;-0,589;
7,702;1,499;-202,480;-0,688;
7,702;1,499;-238,641;-0,804;
7,703;1,499;-275,483;-0,937;
7,703;1,498;-312,603;-1,071;
7,704;1,497;-374,244;-1,260;
7,704;1,496;-437,683;-1,504;
7,705;1,495;-502,907;-1,749;
7,706;1,494;-569,155;-1,993;
7,707;1,492;-640,440;-2,250;
7,707;1,491;-710,807;-2,519;
7,708;1,488;-779,749;-2,787;
7,709;1,486;-846,505;-3,056;
7,710;1,483;-921,286;-3,353;
7,710;1,480;-990,378;-3,680;
7,711;1,476;-1051,452;-4,006;
7,712;1,473;-1102,013;-4,332;
7,713;1,467;-1147,465;-4,703;
7,715;1,461;-1175,381;-5,120;
7,716;1,455;-1191,621;-5,535;
7,717;1,448;-1203,486;-5,948;
7,718;1,441;-1214,775;-6,359;
7,719;1,432;-1226,153;-6,786;
7,721;1,423;-1237,950;-7,228;
7,722;1,414;-1249,707;-7,667;
7,723;1,403;-1261,082;-8,103;
7,724;1,393;-1272,514;-8,536;
7,727;1,372;-1288,752;-9,142;
7,729;1,349;-1309,429;-9,918;
7,731;1,325;-1329,735;-10,680;
7,733;1,298;-1349,676;-11,428;
7,744;1,153;-1405,130;-13,467;
7,755;0,975;-1488,232;-16,531;
7,758;0,915;-1535,272;-18,293;
7,762;0,854;-1555,388;-19,025;
7,765;0,790;-1574,142;-19,707;
7,768;0,724;-1591,764;-20,338;
7,775;0,565;-1618,286;-21,257;
7,783;0,398;-1648,056;-22,300;
7,790;0,225;-1669,780;-23,034;
7,798;0,049;-1683,263;-23,450;
7,815;-0,355;-1686,880;-23,364;
7,833;-0,734;-1652,926;-21,856;
7,850;-1,058;-1575,718;-18,742;
7,867;-1,305;-1461,026;-14,251;
7,885;-1,456;-1317,332;-8,712;
7,895;-1,495;-1189,581;-3,835;
7,895;-1,495;-1139,669;-1,934;
7,895;-1,495;-1119,712;-1,954;
7,895;-1,495;-1099,719;-1,945;
7,895;-1,495;-1080,439;-1,935;
7,895;-1,495;-1018,856;-1,913;
7,895;-1,495;-964,035;-1,879;
7,895;-1,496;-915,415;-1,845;
7,895;-1,496;-872,161;-1,811;
7,895;-1,496;-775,039;-1,746;
7,896;-1,497;-702,631;-1,649;
7,896;-1,497;-645,675;-1,552;
7,896;-1,497;-598,348;-1,455;
7,897;-1,498;-557,438;-1,359;
7,897;-1,498;-515,801;-1,254;
7,897;-1,498;-477,873;-1,141;
7,897;-1,499;-442,056;-1,027;
7,898;-1,499;-407,373;-0,914;
7,898;-1,499;-373,378;-0,801;
7,899;-1,500;-317,785;-0,641;
7,899;-1,500;-261,607;-0,434;
7,900;-1,500;-203,934;-0,227;
7,900;-1,500;-144,929;-0,020;
7,901;-1,500;-86,110;0,190;
7,901;-1,500;-83,408;0,293;
7,901;-1,500;-70,473;0,314;
7,901;-1,500;-57,684;0,348;
7,901;-1,500;-45,294;0,382;
7,901;-1,500;-15,076;0,446;
7,902;-1,500;13,786;0,539;
7,902;-1,499;41,695;0,633;
7,902;-1,499;69,155;0,727;
7,902;-1,499;101,528;0,831;
7,903;-1,499;134,084;0,947;
7,903;-1,498;166,650;1,062;
7,903;-1,498;205,228;1,191;
7,904;-1,497;244,323;1,333;
7,904;-1,497;283,581;1,475;
7,905;-1,496;344,841;1,668;
7,906;-1,494;407,337;1,911;
7,906;-1,493;470,968;2,154;
7,907;-1,491;535,075;2,396;
7,907;-1,490;582,732;2,601;
7,908;-1,489;628,064;2,770;
7,908;-1,488;671,727;2,938;
7,909;-1,485;743,944;3,181;
7,910;-1,482;812,248;3,500;
7,911;-1,479;875,326;3,818;
7,912;-1,475;930,795;4,135;
7,913;-1,471;980,029;4,473;
7,914;-1,466;1014,993;4,830;
7,915;-1,461;1037,287;5,187;
7,916;-1,455;1051,406;5,542;
7,917;-1,449;1061,710;5,901;
7,918;-1,443;1071,280;6,264;
7,919;-1,436;1081,103;6,625;
7,920;-1,429;1090,871;6,984;
7,921;-1,422;1100,166;7,342;
7,923;-1,401;1116,771;7,977;
7,926;-1,378;1140,892;8,881;
7,929;-1,352;1164,665;9,770;
7,931;-1,324;1187,708;10,642;
7,934;-1,294;1210,540;11,496;
7,938;-1,238;1240,739;12,616;
7,943;-1,176;1277,178;13,970;
7,947;-1,108;1311,859;15,257;
7,952;-1,035;1344,754;16,470;
7,964;-0,796;1403,439;18,576;
7,977;-0,524;1473,633;21,099;
7,990;-0,230;1521,555;22,760;
8,003;0,073;1545,195;23,489;
8,022;0,507;1539,295;23,022;
8,041;0,898;1483,307;20,677;
8,060;1,209;1378,695;16,530;
8,079;1,416;1234,481;10,941;
8,097;1,499;1063,140;4,398;
8,097;1,499;972,597;0,949;
8,098;1,499;943,472;0,944;
8,098;1,499;915,248;0,935;
8,098;1,499;887,994;0,926;
8,098;1,499;769,405;0,900;
8,098;1,499;668,430;0,856;
8,098;1,499;582,696;0,813;
8,098;1,499;509,619;0,770;
8,098;1,499;403,397;0,709;
8,098;1,500;321,970;0,629;
8,099;1,500;257,668;0,550;
8,099;1,500;205,230;0,471;
8,099;1,500;161,262;0,392;
8,099;1,500;114,890;0,302;
8,100;1,500;74,876;0,202;
8,100;1,500;38,810;0,101;
8,100;1,500;5,138;0,000;
8,100;1,500;-26,978;-0,100;
8,101;1,500;-55,130;-0,197;
8,101;1,500;-56,362;-0,244;
8,101;1,500;-76,712;-0,277;
8,101;1,500;-97,108;-0,341;
8,101;1,500;-117,072;-0,406;
8,102;1,500;-145,122;-0,488;
8,102;1,500;-173,327;-0,586;
8,102;1,499;-201,470;-0,685;
8,102;1,499;-237,312;-0,800;
8,103;1,499;-273,811;-0,932;
8,103;1,498;-310,575;-1,063;
8,104;1,498;-371,720;-1,251;
8,104;1,497;-434,633;-1,493;
8,105;1,495;-499,312;-1,736;
8,106;1,494;-565,019;-1,978;
8,106;1,492;-636,030;-2,233;
8,107;1,491;-706,176;-2,501;
8,108;1,489;-774,968;-2,769;
8,109;1,486;-841,663;-3,036;
8,110;1,483;-916,494;-3,332;
8,110;1,480;-985,810;-3,658;
8,111;1,477;-1047,353;-3,983;
8,112;1,473;-1098,628;-4,307;
8,113;1,468;-1144,658;-4,674;
8,114;1,462;-1173,414;-5,082;
8,116;1,456;-1190,201;-5,489;
8,117;1,449;-1202,097;-5,894;
8,118;1,442;-1213,150;-6,297;
8,119;1,433;-1224,541;-6,723;
8,120;1,424;-1236,697;-7,172;
8,122;1,415;-1248,319;-7,619;
8,123;1,404;-1259,998;-8,062;
8,124;1,394;-1271,764;-8,502;
8,130;1,341;-1302,577;-9,646;
8,135;1,279;-1350,693;-11,449;
8,141;1,207;-1396,705;-13,167;
8,146;1,126;-1440,327;-14,789;
8,164;0,812;-1523,417;-17,803;
8,181;0,436;-1621,620;-21,315;
8,199;0,026;-1677,445;-23,201;
8,217;-0,385;-1686,340;-23,315;
8,237;-0,821;-1643,023;-21,429;
8,257;-1,174;-1540,753;-17,345;
8,278;-1,408;-1390,428;-11,507;
8,298;-1,499;-1207,020;-4,504;
8,298;-1,499;-1109,481;-0,789;
8,298;-1,499;-1079,119;-0,783;
8,298;-1,499;-1049,699;-0,775;
8,298;-1,499;-1021,285;-0,766;
8,298;-1,499;-897,492;-0,740;
8,298;-1,499;-792,040;-0,697;
8,298;-1,500;-702,478;-0,654;
8,298;-1,500;-626,136;-0,611;
8,299;-1,500;-514,649;-0,550;
8,299;-1,500;-429,441;-0,471;
8,299;-1,500;-362,419;-0,393;
8,299;-1,500;-308,028;-0,314;
8,300;-1,500;-262,668;-0,235;
8,300;-1,500;-215,556;-0,146;
8,300;-1,500;-175,121;-0,047;
8,300;-1,500;-138,882;0,052;
8,301;-1,500;-105,228;0,151;
8,301;-1,500;-85,078;0,231;
8,301;-1,500;-84,264;0,262;
8,301;-1,500;-64,649;0,291;
8,301;-1,500;-45,080;0,352;
8,301;-1,500;-26,015;0,412;
8,302;-1,500;1,294;0,489;
8,302;-1,500;28,612;0,583;
8,302;-1,499;55,761;0,677;
8,302;-1,499;88,320;0,783;
8,303;-1,499;121,216;0,900;
8,303;-1,498;154,210;1,018;
8,303;-1,498;191,463;1,144;
8,304;-1,498;229,088;1,280;
8,304;-1,497;266,815;1,416;
8,304;-1,496;306,331;1,556;
8,305;-1,496;345,908;1,700;
8,305;-1,495;385,377;1,844;
8,306;-1,494;425,519;1,990;
8,306;-1,493;465,465;2,137;
8,306;-1,493;505,084;2,285;
8,307;-1,491;569,862;2,493;
8,308;-1,489;634,605;2,761;
8,309;-1,486;699,010;3,029;
8,309;-1,484;761,907;3,296;
8,310;-1,481;829,050;3,585;
8,311;-1,478;889,805;3,894;
8,312;-1,474;941,760;4,203;
8,313;-1,470;983,113;4,511;
8,314;-1,462;1029,240;4,963;
8,316;-1,456;1048,527;5,469;
8,317;-1,449;1060,631;5,884;
8,318;-1,442;1072,097;6,297;
8,319;-1,434;1083,161;6,708;
8,320;-1,426;1093,929;7,116;
8,324;-1,399;1115,086;7,913;
8,327;-1,368;1146,315;9,083;
8,330;-1,334;1176,747;10,227;
8,334;-1,295;1206,470;11,343;
8,343;-1,173;1259,731;13,313;
8,352;-1,026;1331,521;15,965;
8,361;-0,858;1394,948;18,285;
8,370;-0,673;1448,601;20,226;
8,389;-0,253;1509,094;22,306;
8,408;0,190;1546,398;23,471;
8,427;0,615;1529,647;22,596;
8,446;0,988;1460,397;19,756;
8,471;1,346;1320,699;14,253;
8,496;1,497;1105,732;6,008;
8,496;1,497;986,441;1,465;
8,496;1,497;940,782;1,452;
8,496;1,497;897,881;1,434;
8,496;1,497;857,697;1,416;
8,496;1,498;769,331;1,386;
8,496;1,498;693,241;1,343;
8,497;1,498;627,971;1,300;
8,497;1,498;571,764;1,257;
8,497;1,498;447,675;1,171;
8,497;1,499;363,023;1,041;
8,498;1,499;309,804;0,926;
8,498;1,499;264,276;0,824;
8,498;1,499;224,247;0,722;
8,499;1,500;188,138;0,621;
8,499;1,500;154,539;0,519;
8,499;1,500;89,703;0,350;
8,500;1,500;26,781;0,114;
8,501;1,500;-38,969;-0,123;
8,501;1,500;-56,988;-0,268;
8,501;1,500;-57,584;-0,291;
8,501;1,500;-81,395;-0,329;
8,501;1,500;-104,461;-0,394;
8,501;1,500;-126,529;-0,460;
8,502;1,500;-159,749;-0,547;
8,502;1,499;-191,909;-0,656;
8,502;1,499;-223,399;-0,764;
8,503;1,499;-254,595;-0,872;
8,503;1,499;-288,502;-0,987;
8,503;1,498;-322,488;-1,107;
8,504;1,498;-356,437;-1,228;
8,504;1,497;-395,263;-1,360;
8,504;1,497;-434,438;-1,503;
8,505;1,496;-473,669;-1,645;
8,505;1,495;-533,016;-1,834;
8,506;1,494;-593,233;-2,069;
8,507;1,492;-654,196;-2,303;
8,507;1,490;-715,360;-2,538;
8,508;1,489;-761,177;-2,738;
8,508;1,488;-804,757;-2,903;
8,509;1,487;-846,672;-3,068;
8,509;1,484;-915,145;-3,305;
8,510;1,481;-979,305;-3,614;
8,511;1,477;-1037,580;-3,923;
8,512;1,474;-1087,825;-4,230;
8,513;1,469;-1132,553;-4,564;
8,514;1,464;-1163,462;-4,923;
8,515;1,459;-1182,883;-5,282;
8,516;1,454;-1195,516;-5,638;
8,517;1,447;-1205,813;-6,015;
8,518;1,440;-1216,344;-6,411;
8,519;1,432;-1226,725;-6,805;
8,520;1,424;-1237,116;-7,197;
8,521;1,416;-1247,540;-7,587;
8,527;1,371;-1276,473;-8,667;
8,532;1,318;-1322,622;-10,400;
8,537;1,256;-1367,082;-12,065;
8,542;1,186;-1409,675;-13,652;
8,558;0,921;-1490,803;-16,597;
8,563;0,829;-1558,641;-19,129;
8,568;0,732;-1585,808;-20,111;
8,572;0,632;-1610,003;-20,978;
8,577;0,527;-1631,077;-21,726;
8,591;0,222;-1662,885;-22,765;
8,604;-0,093;-1686,711;-23,497;
8,617;-0,404;-1683,230;-23,189;
8,631;-0,697;-1652,493;-21,857;
8,653;-1,114;-1570,615;-18,516;
8,676;-1,393;-1413,528;-12,400;
8,698;-1,499;-1213,311;-4,753;
8,698;-1,499;-1105,638;-0,652;
8,698;-1,499;-1073,401;-0,645;
8,698;-1,500;-1042,224;-0,636;
8,698;-1,500;-1012,135;-0,627;
8,698;-1,500;-881,631;-0,601;
8,699;-1,500;-770,771;-0,557;
8,699;-1,500;-676,883;-0,514;
8,699;-1,500;-597,086;-0,471;
8,699;-1,500;-482,801;-0,410;
8,699;-1,500;-395,511;-0,331;
8,699;-1,500;-326,950;-0,253;
8,700;-1,500;-271,436;-0,175;
8,700;-1,500;-225,271;-0,096;
8,700;-1,500;-177,603;-0,008;
8,700;-1,500;-136,841;0,090;
8,701;-1,500;-100,448;0,188;
8,701;-1,500;-84,253;0,259;
8,701;-1,500;-83,677;0,281;
8,701;-1,500;-63,671;0,311;
8,701;-1,500;-43,941;0,368;
8,701;-1,500;-24,882;0,426;
8,702;-1,500;6,841;0,508;
8,702;-1,499;37,763;0,614;
8,702;-1,499;68,192;0,719;
8,702;-1,499;98,461;0,825;
8,703;-1,499;132,486;0,939;
8,703;-1,498;166,731;1,061;
8,703;-1,498;201,012;1,183;
8,704;-1,497;240,053;1,316;
8,704;-1,497;279,472;1,459;
8,705;-1,496;318,970;1,603;
8,705;-1,496;359,802;1,749;
8,705;-1,495;400,603;1,899;
8,706;-1,494;441,209;2,048;
8,706;-1,493;480,264;2,194;
8,707;-1,492;518,869;2,338;
8,707;-1,491;556,993;2,481;
8,708;-1,489;620,036;2,685;
8,708;-1,487;682,491;2,950;
8,709;-1,485;743,954;3,214;
8,710;-1,482;803,277;3,478;
8,711;-1,479;866,921;3,766;
8,712;-1,476;922,910;4,079;
8,712;-1,472;968,794;4,391;
8,713;-1,468;1003,399;4,702;
8,715;-1,462;1033,219;5,080;
8,716;-1,455;1050,689;5,525;
8,717;-1,447;1063,037;5,968;
8,718;-1,439;1075,109;6,408;
8,719;-1,431;1086,840;6,846;
8,724;-1,396;1113,195;7,839;
8,728;-1,355;1153,525;9,362;
8,733;-1,307;1193,091;10,839;
8,737;-1,253;1231,347;12,265;
8,747;-1,117;1288,520;14,371;
8,756;-0,956;1359,304;16,974;
8,759;-0,904;1399,518;18,484;
8,762;-0,849;1416,889;19,117;
8,765;-0,793;1433,306;19,712;
8,767;-0,736;1448,756;20,267;
8,779;-0,477;1484,966;21,500;
8,792;-0,201;1526,143;22,914;
8,804;0,083;1545,870;23,509;
8,816;0,363;1543,513;23,263;
8,830;0,688;1515,034;21,998;
8,840;0,883;1466,259;20,034;
8,850;1,057;1413,320;17,924;
8,857;1,174;1356,903;15,714;
8,865;1,275;1301,425;13,550;
8,872;1,359;1240,749;11,199;
8,889;1,478;1133,147;7,056;
8,890;1,482;1048,781;3,842;
8,890;1,482;1043,281;3,633;
8,890;1,483;1025,462;3,587;
8,891;1,484;1006,493;3,513;
8,891;1,484;986,977;3,440;
8,891;1,486;947,469;3,321;
8,892;1,487;904,287;3,156;
8,892;1,489;859,116;2,991;
8,893;1,490;799,839;2,795;
8,893;1,492;737,294;2,568;
8,894;1,493;673,085;2,341;
8,895;1,495;602,651;2,102;
8,895;1,496;531,227;1,850;
8,896;1,497;458,960;1,598;
8,897;1,498;386,166;1,346;
8,898;1,499;305,272;1,076;
8,898;1,499;223,510;0,787;
8,899;1,500;140,764;0,499;
8,900;1,500;57,401;0,210;
8,901;1,500;-29,844;-0,087;
8,901;1,500;-57,047;-0,282;
8,901;1,500;-58,133;-0,323;
8,901;1,500;-71,622;-0,341;
8,901;1,500;-84,886;-0,373;
8,901;1,500;-97,646;-0,406;
8,901;1,500;-127,621;-0,465;
8,902;1,500;-155,794;-0,550;
8,902;1,499;-182,601;-0,636;
8,902;1,499;-208,614;-0,721;
8,903;1,499;-251,342;-0,842;
8,903;1,498;-293,762;-0,998;
8,903;1,498;-336,477;-1,154;
8,904;1,497;-379,654;-1,309;
8,904;1,496;-441,736;-1,508;
8,905;1,495;-504,928;-1,749;
8,906;1,494;-569,067;-1,990;
8,906;1,493;-633,605;-2,231;
8,907;1,491;-681,294;-2,434;
8,907;1,490;-726,726;-2,599;
8,908;1,489;-770,606;-2,764;
8,909;1,486;-845,537;-3,009;
8,910;1,483;-917,223;-3,333;
8,910;1,480;-984,854;-3,656;
8,911;1,477;-1046,012;-3,979;
8,912;1,472;-1102,079;-4,321;
8,913;1,468;-1143,501;-4,683;
8,914;1,463;-1170,586;-5,044;
8,915;1,457;-1187,382;-5,403;
8,916;1,452;-1198,802;-5,761;
8,918;1,443;-1209,702;-6,175;
8,919;1,435;-1221,975;-6,644;
8,920;1,425;-1234,323;-7,109;
8,922;1,415;-1246,809;-7,572;
8,923;1,405;-1259,119;-8,032;
8,926;1,381;-1277,632;-8,730;
8,928;1,355;-1302,243;-9,659;
8,931;1,326;-1326,543;-10,570;
8,934;1,295;-1350,441;-11,462;
8,945;1,139;-1410,196;-13,655;
8,957;0,946;-1496,733;-16,854;
8,968;0,724;-1569,813;-19,512;
8,979;0,478;-1626,835;-21,545;
8,998;0,053;-1673,971;-23,102;
9,016;-0,376;-1686,486;-23,340;
9,035;-0,774;-1647,735;-21,644;
9,053;-1,108;-1560,812;-18,155;
9,081;-1,433;-1392,955;-11,609;
9,098;-1,499;-1188,908;-3,832;
9,098;-1,499;-1105,417;-0,652;
9,098;-1,499;-1070,336;-0,646;
9,098;-1,500;-1036,474;-0,636;
9,098;-1,500;-1003,899;-0,626;
9,098;-1,500;-880,902;-0,601;
9,099;-1,500;-775,475;-0,560;
9,099;-1,500;-685,408;-0,519;
9,099;-1,500;-608,238;-0,477;
9,099;-1,500;-484,936;-0,415;
9,099;-1,500;-392,501;-0,331;
9,099;-1,500;-320,927;-0,248;
9,100;-1,500;-263,524;-0,164;
9,100;-1,500;-216,072;-0,081;
9,100;-1,500;-169,468;0,011;
9,100;-1,500;-129,319;0,109;
9,101;-1,500;-93,254;0,208;
9,101;-1,500;-83,677;0,270;
9,101;-1,500;-83,439;0,279;
9,101;-1,500;-62,898;0,312;
9,101;-1,500;-42,706;0,372;
9,101;-1,500;-23,202;0,431;
9,102;-1,500;9,361;0,516;
9,102;-1,499;41,112;0,625;
9,102;-1,499;72,389;0,733;
9,102;-1,499;103,532;0,842;
9,103;-1,499;138,313;0,959;
9,103;-1,498;173,315;1,084;
9,103;-1,498;208,353;1,209;
9,104;-1,497;247,653;1,344;
9,104;-1,497;287,274;1,488;
9,105;-1,496;326,941;1,632;
9,105;-1,495;367,814;1,778;
9,105;-1,495;408,627;1,928;
9,106;-1,494;449,223;2,077;
9,106;-1,493;488,080;2,224;
9,107;-1,492;526,462;2,366;
9,107;-1,491;564,346;2,509;
9,108;-1,489;627,207;2,713;
9,108;-1,487;689,406;2,977;
9,109;-1,485;750,520;3,241;
9,110;-1,482;809,391;3,505;
9,111;-1,479;872,487;3,793;
9,112;-1,475;927,729;4,107;
9,112;-1,471;972,687;4,419;
9,113;-1,467;1006,311;4,731;
9,115;-1,461;1035,847;5,118;
9,116;-1,456;1050,871;5,517;
9,116;-1,450;1060,820;5,853;
9,117;-1,444;1069,676;6,187;
9,118;-1,438;1078,400;6,520;
9,122;-1,409;1101,585;7,389;
9,126;-1,374;1138,422;8,774;
9,130;-1,334;1174,463;10,125;
9,148;-1,099;1266,258;13,497;
9,165;-0,783;1393,689;18,182;
9,182;-0,409;1486,571;21,520;
9,200;-0,004;1537,953;23,261;
9,219;0,432;1544,072;23,232;
9,237;0,830;1497,998;21,249;
9,256;1,157;1401,905;17,435;
9,275;1,384;1264,321;12,119;
9,294;1,492;1097,516;5,759;
9,294;1,492;1008,558;2,371;
9,294;1,493;979,234;2,356;
9,294;1,493;951,592;2,338;
9,294;1,493;925,610;2,320;
9,294;1,493;860,266;2,285;
9,294;1,493;804,570;2,234;
9,294;1,494;757,112;2,183;
9,294;1,494;716,259;2,131;
9,295;1,495;654,832;2,058;
9,295;1,495;605,558;1,961;
9,295;1,496;563,781;1,865;
9,295;1,496;526,577;1,768;
9,296;1,496;492,421;1,672;
9,296;1,497;450,648;1,558;
9,296;1,498;411,090;1,426;
9,297;1,498;372,380;1,294;
9,297;1,498;333,800;1,162;
9,297;1,499;295,288;1,030;
9,298;1,499;231,963;0,843;
9,299;1,500;166,423;0,601;
9,299;1,500;98,641;0,359;
9,300;1,500;29,548;0,117;
9,301;1,500;-45,825;-0,139;
9,301;1,500;-56,978;-0,287;
9,301;1,500;-57,350;-0,301;
9,301;1,500;-70,157;-0,317;
9,301;1,500;-82,852;-0,350;
9,301;1,500;-95,122;-0,383;
9,301;1,500;-124,240;-0,442;
9,302;1,500;-151,902;-0,529;
9,302;1,499;-178,465;-0,616;
9,302;1,499;-204,434;-0,703;
9,303;1,499;-248,914;-0,829;
9,303;1,498;-293,413;-0,995;
9,303;1,498;-338,498;-1,160;
9,304;1,497;-384,227;-1,326;
9,304;1,497;-424,273;-1,478;
9,305;1,496;-464,047;-1,618;
9,305;1,496;-503,382;-1,757;
9,305;1,495;-542,189;-1,897;
9,306;1,493;-608,773;-2,102;
9,307;1,492;-676,290;-2,373;
9,308;1,490;-744,363;-2,643;
9,308;1,487;-811,602;-2,913;
9,309;1,486;-858,777;-3,136;
9,309;1,484;-902,734;-3,314;
9,310;1,483;-944,119;-3,492;
9,311;1,480;-1000,973;-3,720;
9,311;1,477;-1051,827;-3,999;
9,312;1,473;-1095,042;-4,277;
9,313;1,470;-1129,685;-4,555;
9,314;1,464;-1164,166;-4,908;
9,315;1,458;-1185,381;-5,336;
9,316;1,453;-1197,174;-5,713;
9,317;1,447;-1206,056;-6,041;
9,318;1,441;-1214,608;-6,367;
9,319;1,435;-1223,197;-6,692;
9,324;1,398;-1250,263;-7,708;
9,329;1,352;-1294,917;-9,385;
9,333;1,299;-1338,240;-11,006;
9,346;1,131;-1410,777;-13,677;
9,349;1,073;-1471,833;-15,978;
9,353;1,010;-1498,147;-16,948;
9,357;0,945;-1523,126;-17,863;
9,360;0,876;-1546,590;-18,718;
9,373;0,629;-1592,210;-20,319;
9,385;0,359;-1645,621;-22,201;
9,397;0,076;-1677,729;-23,275;
9,400;-0,010;-1686,473;-23,553;
9,404;-0,096;-1687,510;-23,544;
9,408;-0,181;-1686,515;-23,458;
9,411;-0,266;-1683,484;-23,295;
9,429;-0,661;-1663,460;-22,313;
9,439;-0,865;-1612,004;-20,242;
9,447;-1,017;-1563,405;-18,309;
9,456;-1,152;-1510,591;-16,227;
9,464;-1,267;-1450,203;-13,868;
9,480;-1,423;-1352,842;-10,089;
9,495;-1,495;-1212,130;-4,712;
9,495;-1,495;-1137,787;-1,881;
9,495;-1,495;-1100,011;-1,896;
9,495;-1,495;-1063,879;-1,878;
9,495;-1,495;-1030,060;-1,859;
9,495;-1,496;-962,660;-1,830;
9,495;-1,496;-903,692;-1,790;
9,495;-1,496;-852,295;-1,750;
9,495;-1,496;-807,320;-1,710;
9,496;-1,497;-689,509;-1,616;
9,496;-1,497;-610,091;-1,470;
9,497;-1,498;-560,629;-1,343;
9,497;-1,498;-516,888;-1,234;
9,497;-1,499;-477,441;-1,125;
9,497;-1,499;-441,156;-1,016;
9,498;-1,499;-406,813;-0,907;
9,498;-1,500;-345,938;-0,740;
9,499;-1,500;-285,991;-0,516;
9,500;-1,500;-223,663;-0,292;
9,500;-1,500;-159,041;-0,067;
9,501;-1,500;-93,802;0,157;
9,501;-1,500;-83,379;0,283;
9,501;-1,500;-83,013;0,297;
9,501;-1,500;-70,362;0,313;
9,501;-1,500;-57,769;0,347;
9,501;-1,500;-45,564;0,381;
9,501;-1,500;-16,736;0,442;
9,502;-1,500;10,857;0,531;
9,502;-1,499;37,532;0,620;
9,502;-1,499;63,747;0,709;
9,502;-1,499;95,453;0,810;
9,503;-1,499;127,357;0,923;
9,503;-1,498;159,276;1,036;
9,503;-1,498;197,707;1,164;
9,504;-1,497;236,714;1,306;
9,504;-1,497;275,918;1,448;
9,505;-1,496;336,991;1,640;
9,505;-1,495;399,337;1,882;
9,506;-1,493;462,851;2,124;
9,507;-1,492;526,873;2,365;
9,507;-1,490;574,806;2,570;
9,508;-1,489;620,454;2,739;
9,508;-1,488;664,459;2,908;
9,509;-1,485;737,743;3,154;
9,510;-1,482;807,208;3,476;
9,511;-1,479;871,562;3,798;
9,512;-1,475;928,320;4,119;
9,513;-1,471;978,290;4,458;
9,514;-1,466;1013,935;4,815;
9,515;-1,461;1036,738;5,171;
9,516;-1,455;1051,132;5,525;
9,517;-1,450;1061,459;5,881;
