Time;Displacement;Force;Velocity;
0,000;0,000;-71,500;0,000;
0,000;0,000;547,173;23,562;
0,000;0,000;547,173;23,562;
0,000;0,000;547,173;23,562;
0,000;0,000;547,178;23,562;
0,000;0,000;547,183;23,562;
0,000;0,000;547,188;23,562;
0,000;0,000;547,239;23,562;
0,000;0,000;547,290;23,562;
0,000;0,000;547,340;23,562;
0,000;0,000;547,846;23,562;
0,000;0,000;548,351;23,562;
0,000;0,000;548,856;23,562;
0,000;0,000;553,907;23,562;
0,000;0,000;558,953;23,562;
0,000;0,000;563,995;23,562;
0,000;0,000;569,032;23,562;
0,000;0,000;614,767;23,562;
0,000;0,000;659,886;23,562;
0,000;0,000;704,218;23,562;
0,000;0,001;747,609;23,562;
0,000;0,001;789,925;23,562;
0,000;0,001;923,415;23,562;
0,000;0,001;1040,458;23,562;
0,000;0,002;1140,105;23,562;
0,000;0,002;1222,986;23,562;
0,000;0,002;1290,707;23,562;
0,000;0,003;1345,306;23,562;
0,000;0,003;1410,421;23,562;
0,000;0,004;1454,937;23,562;
0,000;0,005;1485,010;23,562;
0,000;0,005;1505,199;23,562;
0,000;0,006;1518,684;23,562;
0,000;0,007;1530,870;23,562;
0,000;0,008;1537,326;23,562;
0,000;0,008;1540,628;23,562;
0,000;0,009;1542,404;23,562;
0,000;0,010;1543,497;23,562;
0,001;0,011;1544,172;23,561;
0,001;0,013;1545,051;23,561;
0,001;0,014;1545,436;23,561;
0,001;0,016;1545,394;23,561;
0,001;0,017;1545,125;23,561;
0,001;0,019;1544,967;23,560;
0,001;0,020;1545,065;23,560;
0,001;0,023;1545,136;23,560;
0,001;0,027;1545,126;23,559;
0,001;0,030;1545,092;23,558;
0,001;0,033;1545,097;23,557;
0,002;0,036;1545,124;23,556;
0,002;0,054;1545,265;23,551;
0,003;0,071;1545,271;23,542;
0,004;0,089;1545,184;23,528;
0,005;0,106;1545,013;23,512;
0,011;0,267;1543,575;23,368;
0,018;0,424;1534,013;22,915;
0,025;0,577;1517,356;22,196;
0,034;0,754;1490,877;21,090;
0,042;0,918;1452,297;19,532;
0,050;1,066;1404,554;17,635;
0,059;1,195;1348,472;15,432;
0,076;1,395;1248,348;11,523;
0,093;1,492;1093,511;5,597;
0,093;1,492;1012,199;2,500;
0,093;1,492;985,563;2,449;
0,093;1,492;961,151;2,432;
0,094;1,492;938,082;2,415;
0,094;1,493;817,309;2,353;
0,094;1,493;786,599;2,281;
0,094;1,493;759,260;2,248;
0,094;1,494;734,201;2,214;
0,094;1,494;711,213;2,181;
0,094;1,494;661,873;2,121;
0,095;1,495;620,484;2,035;
0,095;1,495;584,642;1,950;
0,095;1,496;552,384;1,864;
0,095;1,496;516,579;1,769;
0,096;1,497;482,967;1,663;
0,096;1,497;450,556;1,557;
0,096;1,497;418,740;1,451;
0,097;1,498;387,299;1,345;
0,097;1,498;334,423;1,193;
0,098;1,499;280,763;0,995;
0,098;1,499;225,603;0,796;
0,099;1,500;169,119;0,598;
0,099;1,500;98,484;0,369;
0,100;1,500;26,314;0,109;
0,101;1,500;-47,387;-0,150;
0,101;1,500;-58,750;-0,294;
0,101;1,500;-64,151;-0,500;
0,101;1,500;-63,716;-0,314;
0,101;1,500;-68,067;-0,324;
0,101;1,500;-72,313;-0,335;
0,101;1,500;-89,593;-0,363;
0,101;1,500;-106,509;-0,410;
0,101;1,500;-122,808;-0,457;
0,102;1,500;-154,020;-0,530;
0,102;1,499;-184,059;-0,630;
0,102;1,499;-213,315;-0,730;
0,102;1,499;-242,230;-0,830;
0,103;1,499;-275,148;-0,939;
0,103;1,498;-308,232;-1,056;
0,103;1,498;-341,320;-1,174;
0,104;1,498;-379,427;-1,303;
0,104;1,497;-417,926;-1,443;
0,105;1,496;-456,515;-1,583;
0,105;1,496;-502,793;-1,740;
0,105;1,495;-549,199;-1,914;
0,106;1,494;-595,688;-2,088;
0,106;1,493;-642,127;-2,262;
0,107;1,492;-683,819;-2,425;
0,107;1,490;-724,601;-2,579;
0,108;1,489;-764,569;-2,732;
0,108;1,487;-828,699;-2,946;
0,109;1,485;-891,191;-3,221;
0,110;1,482;-951,276;-3,496;
0,111;1,479;-1007,528;-3,770;
0,112;1,475;-1070,868;-4,090;
0,113;1,471;-1121,316;-4,457;
0,114;1,466;-1156,844;-4,822;
0,115;1,461;-1179,489;-5,186;
0,116;1,455;-1193,509;-5,543;
0,117;1,450;-1203,718;-5,891;
0,118;1,443;-1212,833;-6,239;
0,119;1,437;-1221,874;-6,584;
0,124;1,396;-1251,268;-7,685;
0,129;1,346;-1299,706;-9,505;
0,134;1,287;-1346,567;-11,260;
0,150;1,068;-1432,016;-14,400;
0,165;0,788;-1541,436;-18,388;
0,169;0,695;-1596,979;-20,476;
0,174;0,597;-1618,812;-21,258;
0,179;0,497;-1638,010;-21,930;
0,183;0,395;-1654,214;-22,490;
0,194;0,144;-1675,128;-23,148;
0,205;-0,111;-1688,963;-23,532;
0,216;-0,362;-1684,960;-23,238;
0,226;-0,603;-1663,155;-22,273;
0,248;-1,020;-1599,103;-19,608;
0,269;-1,324;-1463,913;-14,308;
0,290;-1,482;-1284,754;-7,428;
0,290;-1,482;-1186,666;-3,692;
0,291;-1,486;-1106,339;-3,420;
0,291;-1,486;-1097,393;-3,191;
0,291;-1,486;-1094,020;-3,184;
0,291;-1,486;-1090,644;-3,176;
0,292;-1,487;-1070,162;-3,145;
0,292;-1,487;-1050,261;-3,090;
0,292;-1,488;-1031,206;-3,036;
0,292;-1,489;-999,296;-2,958;
0,292;-1,489;-968,576;-2,857;
0,293;-1,490;-938,616;-2,756;
0,293;-1,491;-908,971;-2,655;
0,293;-1,492;-875,572;-2,546;
0,294;-1,492;-841,930;-2,429;
0,294;-1,493;-808,168;-2,311;
0,294;-1,494;-771,015;-2,187;
0,295;-1,495;-733,456;-2,055;
0,295;-1,495;-695,668;-1,923;
0,295;-1,496;-652,503;-1,780;
0,296;-1,497;-608,961;-1,626;
0,296;-1,497;-565,027;-1,472;
0,297;-1,498;-520,750;-1,318;
0,297;-1,498;-480,155;-1,172;
0,297;-1,499;-439,625;-1,033;
0,298;-1,499;-399,230;-0,895;
0,298;-1,499;-358,995;-0,757;
0,299;-1,500;-315,761;-0,612;
0,299;-1,500;-272,453;-0,461;
0,299;-1,500;-228,999;-0,310;
0,300;-1,500;-185,390;-0,159;
0,300;-1,500;-135,318;0,006;
0,301;-1,500;-87,628;0,179;
0,301;-1,500;-85,768;0,250;
0,301;-1,500;-62,304;0,299;
0,301;-1,500;-39,269;0,370;
0,301;-1,500;-16,874;0,442;
0,302;-1,500;12,217;0,528;
0,302;-1,499;41,230;0,627;
0,302;-1,499;70,046;0,727;
0,302;-1,499;103,144;0,836;
0,303;-1,499;136,470;0,955;
0,303;-1,498;169,838;1,073;
0,303;-1,498;208,053;1,203;
0,304;-1,497;246,668;1,343;
0,304;-1,497;285,388;1,482;
0,305;-1,496;327,787;1,630;
0,305;-1,495;370,198;1,786;
0,306;-1,495;412,542;1,942;
0,306;-1,494;454,733;2,098;
0,306;-1,493;494,600;2,249;
0,307;-1,492;533,919;2,395;
0,307;-1,491;572,684;2,542;
0,308;-1,489;635,707;2,748;
0,309;-1,487;697,888;3,013;
0,309;-1,484;758,763;3,278;
0,310;-1,482;817,152;3,542;
0,311;-1,478;889,069;3,863;
0,312;-1,473;949,520;4,241;
0,313;-1,469;994,978;4,617;
0,314;-1,463;1025,309;4,992;
0,315;-1,460;1039,825;5,298;
0,315;-1,456;1049,223;5,535;
0,316;-1,452;1056,715;5,772;
0,317;-1,448;1063,326;6,009;
0,318;-1,442;1071,442;6,314;
0,319;-1,435;1081,513;6,689;
0,320;-1,427;1091,554;7,061;
0,321;-1,420;1101,262;7,432;
0,322;-1,411;1110,715;7,800;
0,325;-1,382;1131,324;8,571;
0,329;-1,349;1162,298;9,730;
0,332;-1,312;1192,364;10,861;
0,336;-1,272;1221,837;11,961;
0,343;-1,177;1265,393;13,568;
0,350;-1,068;1319,849;15,591;
0,357;-0,947;1369,839;17,427;
0,364;-0,814;1414,504;19,054;
0,380;-0,461;1476,747;21,229;
0,397;-0,076;1531,893;23,109;
0,413;0,313;1545,454;23,420;
0,430;0,682;1518,045;22,142;
0,435;0,775;1478,258;20,592;
0,439;0,864;1456,702;19,729;
0,444;0,949;1432,653;18,766;
0,458;1,181;1375,182;16,454;
0,472;1,356;1269,622;12,347;
0,486;1,464;1146,963;7,633;
0,493;1,491;1047,418;3,837;
0,493;1,491;1010,660;2,438;
0,493;1,491;989,607;2,529;
0,493;1,492;967,235;2,513;
0,493;1,492;946,089;2,496;
0,493;1,492;907,551;2,472;
0,493;1,492;872,551;2,440;
0,494;1,492;840,899;2,408;
0,494;1,493;812,183;2,376;
0,494;1,493;727,984;2,298;
0,494;1,494;665,740;2,176;
0,495;1,495;614,957;2,054;
0,495;1,495;570,005;1,932;
0,495;1,496;528,630;1,809;
0,496;1,497;486,577;1,681;
0,496;1,497;446,243;1,547;
0,496;1,498;406,693;1,413;
0,497;1,498;367,412;1,279;
0,497;1,498;328,261;1,144;
0,498;1,499;268,354;0,965;
0,498;1,500;207,136;0,739;
0,499;1,500;144,037;0,513;
0,500;1,500;79,498;0,287;
0,500;1,500;7,740;0,047;
0,501;1,500;-56,016;-0,193;
0,501;1,500;-59,168;-0,313;
0,501;1,500;-71,249;-0,320;
0,501;1,500;-83,429;-0,351;
0,501;1,500;-95,211;-0,383;
0,501;1,500;-121,710;-0,438;
0,502;1,500;-147,004;-0,516;
0,502;1,500;-171,308;-0,594;
0,502;1,499;-195,028;-0,673;
0,502;1,499;-238,266;-0,792;
0,503;1,499;-281,385;-0,952;
0,503;1,498;-325,018;-1,112;
0,504;1,498;-369,290;-1,272;
0,504;1,497;-433,346;-1,477;
0,505;1,495;-498,698;-1,726;
0,506;1,494;-565,127;-1,976;
0,506;1,493;-631,987;-2,225;
0,507;1,491;-680,536;-2,433;
0,507;1,490;-726,650;-2,599;
0,508;1,489;-771,113;-2,766;
0,509;1,486;-846,493;-3,012;
0,510;1,483;-918,517;-3,337;
0,510;1,480;-986,418;-3,662;
0,511;1,477;-1047,771;-3,985;
0,512;1,472;-1103,915;-4,329;
0,513;1,468;-1145,316;-4,692;
0,514;1,463;-1172,326;-5,053;
0,515;1,457;-1189,056;-5,414;
0,516;1,451;-1200,449;-5,773;
0,518;1,443;-1211,415;-6,190;
0,519;1,434;-1223,826;-6,664;
0,520;1,425;-1236,611;-7,135;
0,522;1,415;-1249,160;-7,603;
0,523;1,404;-1261,231;-8,068;
0,526;1,377;-1281,181;-8,817;
0,529;1,348;-1308,527;-9,840;
0,532;1,315;-1335,288;-10,842;
0,535;1,280;-1361,359;-11,818;
0,548;1,095;-1427,488;-14,248;
0,561;0,866;-1522,181;-17,730;
0,574;0,601;-1598,453;-20,483;
0,587;0,312;-1653,031;-22,395;
0,604;-0,084;-1685,995;-23,424;
0,620;-0,473;-1682,564;-23,078;
0,637;-0,829;-1636,103;-21,121;
0,654;-1,128;-1550,134;-17,689;
0,682;-1,443;-1383,069;-11,174;
0,697;-1,498;-1191,123;-3,840;
0,697;-1,498;-1121,482;-1,188;
0,697;-1,498;-1095,135;-1,198;
0,697;-1,498;-1069,198;-1,189;
0,697;-1,498;-1044,154;-1,180;
0,697;-1,498;-955,118;-1,158;
0,697;-1,498;-876,775;-1,123;
0,697;-1,499;-808,084;-1,088;
0,697;-1,499;-747,715;-1,053;
0,698;-1,499;-620,170;-0,988;
0,698;-1,499;-527,459;-0,893;
0,698;-1,499;-456,905;-0,798;
0,698;-1,499;-400,520;-0,703;
0,699;-1,500;-353,663;-0,609;
0,699;-1,500;-310,041;-0,509;
0,699;-1,500;-271,465;-0,405;
0,699;-1,500;-236,009;-0,301;
0,700;-1,500;-202,443;-0,196;
0,700;-1,500;-170,076;-0,092;
0,700;-1,500;-119,637;0,050;
0,701;-1,500;-86,935;0,199;
0,701;-1,500;-85,584;0,250;
0,701;-1,500;-63,104;0,292;
0,701;-1,500;-40,831;0,362;
0,701;-1,500;-19,110;0,432;
0,702;-1,500;9,736;0,517;
0,702;-1,499;38,607;0,617;
0,702;-1,499;67,345;0,717;
0,702;-1,499;101,155;0,828;
0,703;-1,499;135,306;0,950;
0,703;-1,498;169,557;1,072;
0,703;-1,498;207,388;1,202;
0,704;-1,497;245,514;1,339;
0,704;-1,497;283,696;1,477;
0,705;-1,496;323,429;1,618;
0,705;-1,495;363,173;1,763;
0,705;-1,495;402,770;1,907;
0,706;-1,494;442,032;2,052;
0,706;-1,493;480,993;2,196;
0,707;-1,492;519,573;2,340;
0,707;-1,490;583,754;2,546;
0,708;-1,488;647,751;2,813;
0,709;-1,486;711,258;3,079;
0,709;-1,484;773,110;3,346;
0,710;-1,481;839,195;3,634;
0,711;-1,477;898,560;3,943;
0,712;-1,474;948,764;4,253;
0,713;-1,470;988,149;4,561;
0,714;-1,462;1030,566;5,007;
0,716;-1,455;1048,865;5,508;
0,717;-1,448;1060,711;5,924;
0,718;-1,441;1072,200;6,338;
0,719;-1,433;1083,275;6,750;
0,720;-1,425;1094,047;7,159;
0,724;-1,399;1114,867;7,943;
0,727;-1,368;1145,183;9,087;
0,730;-1,335;1175,141;10,207;
0,734;-1,297;1204,374;11,300;
0,741;-1,198;1251,010;13,027;
0,749;-1,081;1312,121;15,279;
0,756;-0,949;1365,333;17,312;
0,759;-0,907;1398,974;18,512;
0,761;-0,863;1413,262;19,024;
0,763;-0,818;1426,588;19,511;
0,766;-0,773;1439,382;19,973;
0,772;-0,632;1463,153;20,800;
0,779;-0,485;1492,909;21,852;
0,786;-0,332;1516,331;22,658;
0,800;0,001;1539,850;23,367;
0,814;0,333;1544,667;23,365;
0,829;0,649;1518,688;22,200;
0,843;0,933;1463,151;19,931;
0,866;1,295;1347,808;15,352;
0,890;1,481;1154,164;7,905;
0,890;1,481;1045,058;3,750;
0,890;1,482;1029,222;3,675;
0,890;1,483;1020,647;3,600;
0,890;1,483;1012,378;3,562;
0,891;1,483;1003,693;3,525;
0,891;1,484;984,548;3,462;
0,891;1,485;963,484;3,376;
0,891;1,486;941,275;3,289;
0,892;1,488;890,908;3,134;
0,892;1,488;877,009;3,006;
0,892;1,488;865,260;2,970;
0,892;1,489;853,631;2,934;
0,892;1,489;829,609;2,875;
0,893;1,490;805,401;2,792;
0,893;1,490;781,313;2,710;
0,893;1,491;749,466;2,611;
0,893;1,492;716,991;2,495;
0,894;1,493;684,199;2,380;
0,894;1,494;647,935;2,257;
0,894;1,494;611,165;2,127;
0,895;1,495;574,104;1,998;
0,895;1,496;537,785;1,870;
0,896;1,496;501,370;1,744;
0,896;1,497;464,899;1,618;
0,896;1,497;428,405;1,492;
0,897;1,498;389,929;1,362;
0,897;1,498;351,363;1,227;
0,897;1,499;312,692;1,093;
0,898;1,499;273,917;0,958;
0,898;1,499;219,613;0,791;
0,899;1,500;164,295;0,589;
0,899;1,500;107,690;0,388;
0,900;1,500;50,060;0,186;
0,901;1,500;-19,769;-0,042;
0,901;1,500;-56,973;-0,233;
0,901;1,500;-59,073;-0,313;
0,901;1,500;-70,577;-0,312;
0,901;1,500;-82,383;-0,343;
0,901;1,500;-93,820;-0,374;
0,901;1,500;-118,442;-0,427;
0,902;1,500;-142,558;-0,503;
0,902;1,500;-166,010;-0,578;
0,902;1,499;-195,760;-0,668;
0,902;1,499;-225,443;-0,770;
0,903;1,499;-254,944;-0,873;
0,903;1,499;-288,530;-0,985;
0,903;1,498;-322,335;-1,106;
0,904;1,498;-356,171;-1,226;
0,904;1,497;-394,478;-1,357;
0,904;1,497;-433,124;-1,498;
0,905;1,496;-471,830;-1,638;
0,905;1,495;-512,537;-1,783;
0,905;1,495;-553,155;-1,933;
0,906;1,494;-593,592;-2,082;
0,906;1,493;-633,768;-2,231;
0,907;1,491;-701,456;-2,447;
0,908;1,489;-769,295;-2,728;
0,909;1,487;-836,998;-3,010;
0,909;1,484;-903,160;-3,290;
0,910;1,481;-971,167;-3,586;
0,911;1,478;-1032,499;-3,897;
0,912;1,474;-1084,730;-4,207;
0,913;1,470;-1126,079;-4,517;
0,914;1,463;-1170,213;-4,954;
0,915;1,456;-1189,586;-5,441;
0,917;1,450;-1201,686;-5,851;
0,918;1,443;-1212,999;-6,259;
0,919;1,435;-1224,339;-6,665;
0,920;1,427;-1235,173;-7,069;
0,922;1,412;-1249,325;-7,616;
0,924;1,395;-1267,309;-8,303;
0,926;1,378;-1285,385;-8,981;
0,928;1,359;-1303,359;-9,651;
0,933;1,300;-1336,055;-10,870;
0,939;1,233;-1382,131;-12,593;
0,944;1,156;-1426,020;-14,225;
0,961;0,864;-1509,387;-17,238;
0,978;0,510;-1608,021;-20,833;
0,983;0,396;-1653,032;-22,453;
0,988;0,279;-1667,869;-22,950;
0,993;0,161;-1678,766;-23,301;
0,998;0,041;-1685,858;-23,502;
1,011;-0,261;-1689,115;-23,458;
1,024;-0,552;-1671,714;-22,634;
1,037;-0,820;-1629,786;-20,890;
1,050;-1,056;-1565,002;-18,296;
1,076;-1,392;-1428,797;-12,944;
1,102;-1,500;-1198,206;-4,146;
1,102;-1,500;-1073,352;0,609;
1,102;-1,500;-1021,205;0,616;
1,102;-1,500;-971,088;0,627;
1,102;-1,499;-923,053;0,637;
1,102;-1,499;-770,638;0,661;
1,102;-1,499;-638,319;0,698;
1,102;-1,499;-523,900;0,734;
1,102;-1,499;-424,854;0,771;
1,102;-1,499;-208,964;0,842;
1,103;-1,499;-84,096;0,940;
1,103;-1,499;-65,796;0,991;
1,103;-1,499;-65,144;1,016;
1,103;-1,499;-39,683;1,010;
1,103;-1,499;-15,348;1,033;
1,103;-1,499;7,300;1,055;
1,103;-1,498;52,266;1,092;
1,103;-1,498;91,345;1,143;
1,103;-1,498;125,324;1,194;
1,103;-1,498;155,236;1,245;
1,104;-1,497;207,009;1,325;
1,104;-1,497;249,840;1,434;
1,104;-1,497;287,790;1,544;
1,105;-1,496;323,128;1,653;
1,105;-1,496;356,688;1,762;
1,105;-1,495;401,778;1,898;
1,106;-1,494;445,551;2,060;
1,106;-1,493;488,727;2,221;
1,107;-1,492;531,592;2,383;
1,107;-1,491;571,096;2,538;
1,108;-1,490;609,864;2,686;
1,108;-1,489;647,885;2,834;
1,109;-1,486;709,296;3,042;
1,109;-1,484;768,890;3,309;
1,110;-1,481;825,824;3,575;
1,111;-1,479;878,767;3,841;
1,112;-1,474;938,920;4,156;
1,113;-1,470;986,101;4,521;
1,114;-1,465;1018,748;4,884;
1,115;-1,460;1039,427;5,246;
1,116;-1,454;1053,514;5,625;
1,117;-1,447;1065,076;6,022;
1,118;-1,440;1075,425;6,417;
1,119;-1,432;1085,583;6,810;
1,123;-1,402;1108,837;7,700;
1,127;-1,366;1145,080;9,067;
1,131;-1,325;1180,653;10,400;
1,140;-1,216;1235,903;12,445;
1,149;-1,084;1306,425;15,064;
1,157;-0,932;1369,800;17,399;
1,166;-0,762;1425,016;19,407;
1,185;-0,342;1493,624;21,783;
1,205;0,109;1542,709;23,399;
1,223;0,525;1536,726;22,941;
1,234;0,760;1495,581;21,244;
1,242;0,923;1451,272;19,468;
1,251;1,071;1403,278;17,562;
1,258;1,178;1352,290;15,564;
1,264;1,271;1301,071;13,566;
1,271;1,350;1245,447;11,410;
1,287;1,469;1145,752;7,566;
1,292;1,489;1048,003;3,840;
1,292;1,489;1022,678;2,875;
1,292;1,489;1005,659;2,898;
1,292;1,489;988,588;2,881;
1,292;1,489;972,387;2,864;
1,292;1,489;935,026;2,833;
1,293;1,490;901,681;2,790;
1,293;1,490;871,966;2,746;
1,293;1,490;845,245;2,702;
1,293;1,491;795,090;2,631;
1,293;1,492;753,190;2,531;
1,294;1,492;716,151;2,431;
1,294;1,493;681,822;2,332;
1,294;1,494;649,264;2,232;
1,295;1,494;606,875;2,111;
1,295;1,495;565,588;1,968;
1,295;1,496;524,603;1,825;
1,296;1,497;483,510;1,683;
1,296;1,497;443,095;1,542;
1,296;1,498;402,709;1,402;
1,297;1,498;362,336;1,263;
1,297;1,499;322,040;1,124;
1,298;1,499;281,752;0,985;
1,298;1,499;241,464;0,846;
1,298;1,500;189,837;0,682;
1,299;1,500;137,577;0,495;
1,299;1,500;84,473;0,307;
1,300;1,500;30,657;0,119;
1,301;1,500;-40,944;-0,108;
1,301;1,500;-57,362;-0,266;
1,301;1,500;-58,167;-0,297;
1,301;1,500;-70,447;-0,307;
1,301;1,500;-82,793;-0,340;
1,301;1,500;-94,756;-0,373;
1,301;1,500;-121,858;-0,431;
1,302;1,500;-147,837;-0,513;
1,302;1,500;-172,921;-0,596;
1,302;1,499;-197,517;-0,678;
1,302;1,499;-242,439;-0,804;
1,303;1,499;-287,514;-0,973;
1,303;1,498;-333,328;-1,141;
1,304;1,497;-379,907;-1,310;
1,304;1,497;-424,563;-1,474;
1,305;1,496;-469,077;-1,632;
1,305;1,495;-513,237;-1,791;
1,306;1,494;-556,941;-1,949;
1,306;1,493;-626,257;-2,169;
1,307;1,491;-695,992;-2,450;
1,308;1,489;-766,178;-2,730;
1,309;1,487;-835,586;-3,010;
1,309;1,485;-881,676;-3,237;
1,310;1,483;-924,177;-3,411;
1,310;1,482;-963,925;-3,585;
1,311;1,479;-1018,529;-3,810;
1,312;1,476;-1066,746;-4,085;
1,312;1,472;-1107,052;-4,360;
1,313;1,469;-1138,748;-4,635;
1,314;1,463;-1171,579;-5,005;
1,315;1,457;-1188,486;-5,411;
1,316;1,452;-1199,363;-5,758;
1,317;1,446;-1208,629;-6,103;
1,318;1,440;-1217,610;-6,446;
1,321;1,421;-1234,637;-7,081;
1,323;1,400;-1258,962;-8,000;
1,326;1,377;-1282,985;-8,906;
1,332;1,316;-1321,311;-10,338;
1,338;1,244;-1372,212;-12,246;
1,340;1,220;-1403,929;-13,436;
1,341;1,196;-1418,198;-13,967;
1,343;1,170;-1432,242;-14,487;
1,349;1,073;-1463,172;-15,614;
1,355;0,967;-1507,703;-17,253;
1,362;0,851;-1548,101;-18,729;
1,378;0,505;-1610,563;-20,917;
1,395;0,125;-1670,023;-22,964;
1,411;-0,264;-1688,539;-23,470;
1,416;-0,378;-1678,545;-23,011;
1,421;-0,490;-1668,101;-22,548;
1,426;-0,599;-1653,886;-21,949;
1,431;-0,704;-1636,168;-21,217;
1,447;-1,003;-1589,107;-19,257;
1,462;-1,243;-1491,951;-15,427;
1,478;-1,409;-1369,252;-10,682;
1,493;-1,492;-1228,042;-5,302;
1,493;-1,492;-1153,650;-2,469;
1,493;-1,492;-1128,925;-2,471;
1,493;-1,492;-1105,119;-2,454;
1,493;-1,492;-1082,624;-2,438;
1,494;-1,492;-1026,899;-2,406;
1,494;-1,493;-978,498;-2,360;
1,494;-1,493;-936,522;-2,314;
1,494;-1,493;-899,811;-2,268;
1,494;-1,494;-837,242;-2,196;
1,495;-1,494;-787,306;-2,097;
1,495;-1,495;-745,063;-1,999;
1,495;-1,495;-707,422;-1,901;
1,495;-1,496;-672,828;-1,803;
1,496;-1,496;-631,286;-1,688;
1,496;-1,497;-591,874;-1,557;
1,496;-1,498;-553,292;-1,425;
1,497;-1,498;-514,851;-1,294;
1,497;-1,498;-476,478;-1,162;
1,498;-1,499;-413,874;-0,977;
1,498;-1,500;-349,139;-0,738;
1,499;-1,500;-282,238;-0,499;
1,500;-1,500;-214,057;-0,260;
1,500;-1,500;-139,523;-0,008;
1,501;-1,500;-85,980;0,217;
1,501;-1,500;-83,477;0,313;
1,501;-1,500;-70,874;0,326;
1,501;-1,500;-58,322;0,358;
1,501;-1,500;-46,194;0,390;
1,501;-1,500;-17,975;0,448;
1,502;-1,500;8,845;0,531;
1,502;-1,499;34,575;0,615;
1,502;-1,499;59,688;0,698;
1,502;-1,499;103,442;0,821;
1,503;-1,499;147,120;0,983;
1,503;-1,498;191,317;1,145;
1,504;-1,497;236,133;1,307;
1,505;-1,496;302,252;1,518;
1,505;-1,495;369,780;1,777;
1,506;-1,494;438,550;2,036;
1,507;-1,492;507,633;2,294;
1,507;-1,491;556,659;2,507;
1,508;-1,490;603,027;2,676;
1,508;-1,488;647,597;2,844;
1,509;-1,486;720,882;3,086;
1,510;-1,483;790,460;3,403;
1,511;-1,480;855,488;3,720;
1,511;-1,476;913,757;4,035;
1,512;-1,472;967,888;4,376;
1,513;-1,467;1007,239;4,741;
1,514;-1,462;1032,575;5,104;
1,515;-1,456;1048,318;5,467;
1,516;-1,450;1059,324;5,828;
1,518;-1,441;1071,323;6,289;
1,520;-1,430;1086,381;6,848;
1,521;-1,418;1101,288;7,404;
1,523;-1,406;1115,746;7,954;
1,524;-1,392;1130,012;8,500;
1,528;-1,360;1152,875;9,354;
1,531;-1,324;1183,566;10,502;
1,535;-1,285;1213,440;11,619;
1,538;-1,241;1242,380;12,703;
1,555;-0,975;1323,660;15,666;
1,572;-0,639;1435,379;19,733;
1,589;-0,258;1511,200;22,398;
1,606;0,142;1545,446;23,474;
1,625;0,567;1533,742;22,800;
1,643;0,943;1471,130;20,213;
1,662;1,240;1362,212;15,907;
1,681;1,431;1215,956;10,247;
1,699;1,500;1047,795;3,839;
1,699;1,500;960,953;0,531;
1,699;1,500;930,109;0,540;
1,699;1,500;899,831;0,532;
1,699;1,500;870,550;0,523;
1,699;1,500;761,367;0,502;
1,699;1,500;665,394;0,468;
1,699;1,500;581,331;0,434;
1,699;1,500;507,577;0,399;
1,699;1,500;343,988;0,333;
1,700;1,500;228,740;0,234;
1,700;1,500;143,723;0,136;
1,700;1,500;77,823;0,037;
1,700;1,500;24,617;-0,062;
1,701;1,500;-20,354;-0,161;
1,701;1,500;-57,269;-0,257;
1,701;1,500;-58,313;-0,297;
1,701;1,500;-79,283;-0,332;
1,701;1,500;-99,595;-0,388;
1,701;1,500;-119,027;-0,444;
1,702;1,500;-151,817;-0,524;
1,702;1,499;-183,317;-0,628;
1,702;1,499;-213,976;-0,733;
1,702;1,499;-244,251;-0,837;
1,703;1,499;-277,833;-0,949;
1,703;1,498;-311,514;-1,069;
1,703;1,498;-345,165;-1,188;
1,704;1,497;-383,439;-1,318;
1,704;1,497;-422,045;-1,458;
1,705;1,496;-460,708;-1,599;
1,705;1,495;-519,493;-1,785;
1,706;1,494;-579,177;-2,017;
1,706;1,492;-639,665;-2,249;
1,707;1,491;-700,435;-2,481;
1,708;1,490;-746,298;-2,679;
1,708;1,488;-790,012;-2,844;
1,708;1,487;-832,139;-3,008;
1,709;1,484;-901,896;-3,246;
1,710;1,481;-967,634;-3,558;
1,711;1,478;-1027,879;-3,870;
1,712;1,474;-1080,392;-4,180;
1,713;1,470;-1127,256;-4,514;
1,714;1,465;-1160,143;-4,872;
1,715;1,460;-1180,990;-5,228;
1,716;1,455;-1194,357;-5,583;
1,717;1,448;-1204,625;-5,949;
1,718;1,442;-1214,598;-6,326;
1,719;1,435;-1224,889;-6,702;
1,720;1,427;-1234,638;-7,076;
1,721;1,419;-1244,226;-7,448;
1,723;1,403;-1258,642;-7,987;
1,725;1,385;-1277,427;-8,691;
1,727;1,366;-1295,908;-9,386;
1,729;1,346;-1314,101;-10,071;
1,739;1,232;-1364,685;-11,944;
1,748;1,092;-1442,259;-14,824;
1,758;0,927;-1511,667;-17,375;
1,767;0,741;-1571,190;-19,541;
1,786;0,324;-1639,440;-21,909;
1,805;-0,123;-1685,712;-23,420;
1,824;-0,558;-1677,100;-22,848;
1,840;-0,873;-1623,011;-20,615;
1,855;-1,138;-1540,786;-17,343;
1,870;-1,337;-1431,414;-13,079;
1,885;-1,460;-1301,117;-8,067;
1,894;-1,493;-1190,179;-3,837;
1,894;-1,493;-1148,520;-2,250;
1,894;-1,493;-1118,765;-2,272;
1,894;-1,493;-1089,904;-2,254;
1,894;-1,493;-1062,793;-2,236;
